Mission;Sample;Subsample;depth (cm);Sieve size (µm);weight %;D50 (µm);Source
Apollo 17;73220;"73221;1";;1.0;0.4;70.6;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;10000.0;0.0;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;4000.0;9.02;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;2000.0;5.83;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;1000.0;6.06;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;841.0;2.85;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;420.0;9.35;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;250.0;7.12;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;177.0;5.07;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;150.0;2.05;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;125.0;2.5;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;105.0;3.35;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;74.0;5.08;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;53.0;4.21;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;44.0;3.54;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;37.0;2.0;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;30.0;6.72;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;20.0;7.02;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;10.0;6.11;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;8";;1.0;11.13;124.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;10000.0;0.0;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;4000.0;9.02;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;2000.0;5.83;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;1000.0;6.06;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;500.0;5.5;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;250.0;8.32;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;150.0;5.98;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;90.0;7.84;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;75.0;2.39;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;45.0;8.35;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;20.0;14.18;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;15.6;7.56;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;7.8;9.65;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;3.9;6.87;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73240;"73241;9";;1.0;1.46;80.58;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;10000.0;0.0;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;4000.0;2.87;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;2000.0;4.21;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;1000.0;5.34;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;500.0;8.28;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;250.0;7.63;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;150.0;6.64;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;90.0;8.23;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;75.0;2.87;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;45.0;8.93;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;20.0;15.68;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;15.6;10.18;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;7.8;13.24;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;3.9;4.37;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;1";;1.0;0.53;59.9;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;10000.0;0.0;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;4000.0;2.87;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;2000.0;4.21;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;1000.0;5.34;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;841.0;1.67;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;420.0;6.55;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;250.0;7.03;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;177.0;5.6;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;150.0;2.91;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;125.0;3.49;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;105.0;3.97;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;74.0;6.88;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;53.0;5.88;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;44.0;4.73;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;37.0;4.15;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;30.0;7.34;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;20.0;7.38;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;10.0;6.6;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73260;"73261;11";;1.0;12.39;75.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;10000.0;0.0;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;4000.0;6.26;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;2000.0;4.15;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;1000.0;4.71;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;500.0;3.58;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;250.0;8.77;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;150.0;6.95;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;90.0;8.76;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;75.0;2.99;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;45.0;9.45;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;20.0;17.12;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;15.6;5.05;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;7.8;15.94;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;3.9;4.7;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;1";;1.0;0.55;60.97;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;10000.0;0.0;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;4000.0;6.26;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;2000.0;4.15;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;1000.0;4.71;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;841.0;1.55;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;420.0;9.07;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;250.0;7.4;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;177.0;5.93;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;150.0;3.28;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;125.0;3.41;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;105.0;3.48;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;74.0;5.14;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;53.0;4.96;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;44.0;3.84;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;37.0;4.05;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;30.0;7.4;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;20.0;8.89;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;10.0;8.16;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;73280;"73281;10";;1.0;7.33;99.71;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;10000.0;0.0;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;1000.0;0.0;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;500.0;1.97;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;250.0;6.93;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;150.0;7.5;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;90.0;12.93;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;75.0;5.24;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;45.0;16.61;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;20.0;23.35;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;125";57 - 57.5;1.0;24.48;46.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;10000.0;0.0;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;1000.0;0.0;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;500.0;1.85;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;250.0;5.7;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;150.0;8.16;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;90.0;13.84;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;75.0;5.74;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;45.0;18.76;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;20.0;19.83;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;119";50 - 50.5;1.0;25.12;50.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;10000.0;0.0;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;1000.0;0.0;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;500.0;1.79;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;250.0;6.71;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;150.0;8.46;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;90.0;14.29;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;75.0;7.01;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;45.0;19.5;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;20.0;20.11;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;113";43.5 - 44;1.0;21.13;55.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;10000.0;0.0;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;1000.0;0.0;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;500.0;1.08;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;250.0;4.75;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;150.0;6.62;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;90.0;12.33;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;75.0;6.53;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;45.0;19.37;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;20.0;25.87;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;107";36.5 - 37;1.0;22.45;45.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;10000.0;0.0;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;1000.0;0.0;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;500.0;0.95;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;250.0;5.39;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;150.0;5.82;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;90.0;11.67;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;75.0;5.6;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;45.0;21.48;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;20.0;23.13;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74001;"74001;98";32.5 - 33;1.0;24.96;45.98;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;10000.0;0.0;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;1000.0;0.0;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;500.0;0.61;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;250.0;4.2;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;150.0;5.27;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;90.0;11.42;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;75.0;5.46;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;45.0;19.57;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;20.0;24.42;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;16.0;3.5;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;8.0;12.49;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;3.2;8.89;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;182";25.5 - 26;1.0;3.16;40.1;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;10000.0;0.0;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;1000.0;0.0;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;500.0;0.07;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;250.0;4.34;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;150.0;4.99;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;90.0;9.0;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;75.0;5.57;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;45.0;21.15;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;20.0;25.17;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;181";18 - 18.5;1.0;28.72;38.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
